User_ID,Deep_Sleep_Duration
U_00153,3.482110049
U_00154,7.647452564
U_00155,0.760153742
U_00156,0.562425629
U_00157,4.200512636
U_00158,9.777719724
U_00159,3.729058572
U_00160,0.550339303
U_00161,3.346383185
U_00162,3.791750168
U_00163,4.508792706
U_00164,1.092216196
U_00165,4.403895836
U_00166,9.210108384
U_00167,3.015820929
U_00168,2.320955107
U_00169,3.465823756
U_00170,3.755720601
U_00171,2.685190852
U_00172,3.670056341
U_00173,1.230465496
U_00174,2.573951219
U_00175,6.66823508
U_00176,5.44854739
U_00177,4.405654523
U_00178,2.1963107
U_00179,7.693966994
U_00180,3.856888937
U_00181,6.415219879
U_00182,6.762410314
U_00183,1.3878933
U_00184,2.609258845
U_00185,3.278557585
U_00186,1.250087822
U_00187,0.967144534
U_00188,0.730185298
U_00189,5.990489844
U_00190,6.562081599
U_00191,4.704579349
U_00192,4.758361976
U_00193,2.108224525
U_00194,4.119031813
U_00195,5.201085703
U_00196,5.769037261
U_00197,6.762366462
U_00198,0.663029244
U_00199,5.0427762
U_00200,0.650919602
U_00201,7.809798065
U_00202,6.308646396
U_00203,4.222399905
U_00204,1.808496467
U_00205,0.575494778
U_00206,1.182570434
U_00207,4.789861762
U_00208,8.081065786
U_00209,7.554297284
U_00210,4.365364463
U_00211,1.093093407
U_00212,7.952528835
U_00213,3.979438609
U_00214,2.716474002
U_00215,7.26215204
U_00216,5.898220488
U_00217,3.594504803
U_00218,4.759645091
U_00219,8.022376208
U_00220,1.920807422
U_00221,1.931189366
U_00222,1.494922242
U_00223,4.678920715
U_00224,3.25772179
U_00225,3.21235368
U_00226,0.786528238
U_00227,1.517151506
U_00228,7.391856415
U_00229,3.410460229
U_00230,2.246720103
U_00231,2.317910187
U_00232,3.968191359
U_00233,1.884778757
U_00234,3.853398196
U_00235,3.809820142
U_00236,5.265388822
U_00237,0.774747714
U_00238,0.610467012
U_00239,0.625183386
U_00240,6.131672026
U_00241,3.315729344
U_00242,0.892214564
U_00243,1.026509873
U_00244,3.128200932
U_00245,2.900486171
U_00246,4.604711696
U_00247,3.216995246
U_00248,2.926226475
U_00249,2.801173246
U_00250,4.773726294
U_00251,2.72446652
U_00252,7.032471009
U_00253,4.34579013
U_00254,5.390961664
U_00255,0.533334691
U_00256,2.924350853
U_00257,1.181686861
U_00258,2.29354238
U_00259,5.564406428
U_00260,4.337211086
U_00261,3.61567775
U_00262,0.986772759
U_00263,1.893831702
U_00264,6.036051376
U_00265,3.35857407
U_00266,1.472228299
U_00267,2.690417994
U_00268,4.382897659
U_00269,5.468490298
U_00270,3.282268216
U_00271,8.154107424
U_00272,5.921040476
U_00273,2.245229684
U_00274,3.868706339
U_00275,5.204971796
U_00276,3.976966112
U_00277,7.508282255
U_00278,0.994386448
U_00279,7.315634767
U_00280,3.412500466
U_00281,5.131259478
U_00282,3.053829799
U_00283,6.184905475
U_00284,0.597517554
U_00285,3.236724052
U_00286,4.827713355
U_00287,1.941549492
U_00288,3.088631358
U_00289,3.748700625
U_00290,0.742015749
U_00291,2.820791175
U_00292,5.237023868
U_00293,6.862144228
U_00294,3.432291568
U_00295,3.332440707
U_00296,3.006428374
U_00297,9.032442301
U_00298,5.232053993
U_00299,1.969902073
U_00300,6.813535743
U_00301,2.001724667
U_00302,2.040288536
U_00303,7.092168724
U_00304,3.521130546
U_00305,4.062591407
U_00306,0.896443474
U_00307,2.619045857
U_00308,2.87121233
U_00309,2.733260984
U_00310,3.961727332
U_00311,3.895750364
U_00312,7.222096115
U_00313,5.982374391
U_00314,1.227174915
U_00315,1.251957274
U_00316,6.2508072
U_00317,2.867313061
U_00318,5.654664576
U_00319,6.402326135
U_00320,2.480602312
U_00321,0.568265941
U_00322,3.648836332
U_00323,5.687701474
U_00324,0.705404753
U_00325,4.499747502
U_00326,3.93648304
U_00327,2.521785038
U_00328,1.142758455
U_00329,3.986078411
U_00330,6.687728338
U_00331,3.213772825
U_00332,2.280263233
U_00333,2.195806972
U_00334,3.261467234
U_00335,7.82445913
U_00336,8.644244857
U_00337,4.877025388
U_00338,6.970326272
U_00339,3.162636809
U_00340,4.352616793
U_00341,4.93678584
U_00342,3.587621634
U_00343,5.530557191
U_00344,4.88814242
U_00345,4.239871669
U_00346,0.741496735
U_00347,7.269240941
U_00348,6.314920654
U_00349,0.695275357
U_00350,3.330142955
U_00351,3.698387108
U_00352,3.825735261
U_00353,1.244350282
U_00354,3.838505383
U_00355,2.263919273
U_00356,2.858557422
U_00357,4.448695077
U_00358,0.75716893
U_00359,1.666929794
U_00360,6.419045368
U_00361,4.876423806
U_00362,1.819171184
U_00363,2.255639312
U_00364,5.262733664
U_00365,1.854049915
U_00366,5.897349246
U_00367,3.312621064
U_00368,9.273114766
U_00369,3.160598553
U_00370,1.75477848
U_00371,1.646227392
U_00372,0.736566609
U_00373,4.831840948
U_00374,3.333251213
U_00375,0.566184894
U_00376,0.913673556
U_00377,1.764776378
U_00378,3.30137054
U_00379,6.786890745
U_00380,3.913816587
U_00381,3.698743432
U_00382,2.136830124
U_00383,1.92938034
U_00384,6.575969059
U_00385,3.069645347
U_00386,6.07642773
U_00387,3.747258648
U_00388,5.937187674
U_00389,3.429195148
U_00390,3.719712752
U_00391,1.21083989
U_00392,4.407536307
U_00393,1.794112999
U_00394,3.251858313
U_00395,5.581663621
U_00396,3.313150341
U_00397,4.167725891
U_00398,2.319383007
U_00399,7.627014874
U_00400,5.081302367
U_00401,2.902833117
U_00402,7.846386592
U_00403,3.983343402
U_00404,7.85160656
U_00405,0.533390877
U_00406,0.559548168
U_00407,1.511260732
U_00408,4.63681138
U_00409,6.321239222
U_00410,4.015750919
U_00411,6.850109204
U_00412,3.307872695
U_00413,3.662522022
U_00414,6.441145593
U_00415,4.727970804
U_00416,4.86741848
U_00417,4.078274663
U_00418,2.183419516
U_00419,3.7354885
U_00420,2.518453825
U_00421,2.880420898
U_00422,4.242874391
U_00423,4.503393439
U_00424,5.233507092
U_00425,6.805187803
U_00426,1.29221467
U_00427,0.99341586
U_00428,3.094501032
U_00429,4.812410422
U_00430,6.61224401
U_00431,2.18817233
U_00432,2.329447813
U_00433,1.388866152
U_00434,1.715887167
U_00435,1.107636918
U_00436,2.948727873
U_00437,3.521612453
U_00438,1.338782898
U_00439,2.129227627
U_00440,3.651446154
U_00441,2.381625436
U_00442,3.766935896
U_00443,4.526126364
U_00444,5.536338311
U_00445,4.29351966
U_00446,2.176051698
U_00447,2.205295408
U_00448,4.509267994
U_00449,3.827772916
U_00450,0.919780992
U_00451,3.679768936
U_00452,2.220065549
U_00453,3.137082842
U_00454,2.582279856
U_00455,3.319588272
U_00456,3.78545685
U_00457,1.466554362
U_00458,3.415037733
U_00459,3.761538817
U_00460,0.923213459
U_00461,2.62985165
U_00462,2.366272169
U_00463,1.958507433
U_00464,8.40726747
U_00465,1.45155464
U_00466,7.129362125
U_00467,3.980865398
U_00468,3.096252091
U_00469,2.188124297
U_00470,2.788137936
U_00471,3.814031427
U_00472,4.473764546
U_00473,2.898103818
U_00474,8.125497812
U_00475,5.925724618
U_00476,1.100577283
U_00477,1.575347088
U_00478,4.525417082
U_00479,8.319614316
U_00480,3.449505941
U_00481,7.656201491
U_00482,2.971018808
U_00483,1.966643665
U_00484,1.375479245
U_00485,4.205376615
U_00486,5.808415665
U_00487,2.213663433
U_00488,2.62056962
U_00489,6.119956418
U_00490,3.593263022
U_00491,3.034305608
U_00492,2.788994261
U_00493,3.047110635
U_00494,7.951382183
U_00495,8.19830947
U_00496,3.985345187
U_00497,2.300477824
U_00498,0.877506626
U_00499,1.095253373
U_00500,0.689231656
U_00501,2.936637282
U_00502,2.606712958
U_00503,8.165468638
U_00504,1.224332572
U_00505,2.165482846
U_00506,3.138759338
U_00507,8.115729312
U_00508,0.972504331
U_00509,1.818308723
U_00510,3.555415807
U_00511,1.728568285
U_00512,4.341694593
U_00513,3.373223024
U_00514,8.511302547
U_00515,9.113120777
U_00516,2.615494134
U_00517,2.435017054
U_00518,2.238329409
U_00519,2.59177896
U_00520,0.925048186
U_00521,5.662837207
U_00522,1.324562895
U_00523,5.323412255
U_00524,4.531206923
U_00525,3.941476679
U_00526,6.282670756
U_00527,8.028648096
U_00528,2.125537882
U_00529,2.060923098
U_00530,2.326087748
U_00531,2.702864337
U_00532,0.814427619
U_00533,3.019164056
U_00534,3.628539236
U_00535,5.496794952
U_00536,2.179637861
U_00537,7.185240664
U_00538,2.843108111
U_00539,4.2873197
U_00540,1.520550838
U_00541,4.825621712
U_00542,3.219034463
U_00543,6.436778061
U_00544,2.649375354
U_00545,1.586088761
U_00546,4.126024576
U_00547,5.211352935
U_00548,2.209744522
U_00549,5.935376762
U_00550,3.999760108
U_00551,1.674605585
U_00552,0.668013346
U_00553,7.589344433
U_00554,4.837660845
U_00555,4.57109647
U_00556,1.460329624
U_00557,3.897744087
U_00558,4.895607125
U_00559,4.75436039
U_00560,7.912338432
U_00561,3.029277251
U_00562,4.389286782
U_00563,1.783785296
U_00564,5.1168376
U_00565,5.338941508
U_00566,1.885010943
U_00567,7.186527389
U_00568,5.134382872
U_00569,5.558801023
U_00570,1.341855666
U_00571,6.463894127
U_00572,2.566436782
U_00573,1.924496831
U_00574,8.737373686
U_00575,1.337870719
U_00576,4.73904412
U_00577,4.365322005
U_00578,1.749283244
U_00579,7.737796935
U_00580,3.985458004
U_00581,1.800691144
U_00582,3.347874749
U_00583,2.763185221
U_00584,1.109086774
U_00585,8.112032657
U_00586,2.416420857
U_00587,4.132551048
U_00588,6.726997041
U_00589,9.13900014
U_00590,1.371222686
U_00591,2.138262271
U_00592,2.880821634
U_00593,5.417753885
U_00594,1.376047638
U_00595,5.612843348
U_00596,1.055486141
U_00597,2.187704438
U_00598,1.137459475
U_00599,1.910417293
U_00600,5.068091842
U_00601,0.619431367
U_00602,4.536301806
U_00603,1.012497323
U_00604,6.836846514
U_00605,4.312917203
U_00606,3.232977027
U_00607,6.780315698
U_00608,3.193418331
U_00609,4.330020826
U_00610,4.079667998
U_00611,2.996237679
U_00612,3.462931802
U_00613,0.520598316
U_00614,1.229756813
U_00615,3.936468505
U_00616,1.877131902
U_00617,4.548174762
U_00618,2.318258348
U_00619,1.143729562
U_00620,3.458253379
U_00621,5.723111752
U_00622,2.431752152
U_00623,6.003819873
U_00624,1.370107022
U_00625,5.838530012
U_00626,6.165269718
U_00627,1.822553918
U_00628,4.757759999
U_00629,1.997300485
U_00630,1.985116575
U_00631,1.943983355
U_00632,3.103037062
U_00633,8.910093633
U_00634,4.744199519
U_00635,1.589536003
U_00636,3.783075655
U_00637,1.138393399
U_00638,4.553645251
U_00639,3.601981359
U_00640,6.539853837
U_00641,7.326905878
U_00642,0.66255139
U_00643,3.990480168
U_00644,2.080514105
U_00645,5.058220818
U_00646,2.051233864
U_00647,0.76725085
U_00648,5.773912557
U_00649,1.629904062
U_00650,8.838597374
U_00651,1.148534198
U_00652,4.037011514
U_00653,7.178718136
U_00654,2.284458371
U_00655,6.020766701
U_00656,4.043787609
U_00657,2.478780651
U_00658,7.843445426
U_00659,6.548112206
U_00660,2.27916065
U_00661,7.352796569
U_00662,8.039640489
U_00663,2.424346942
U_00664,2.1773074
U_00665,5.516129564
U_00666,5.970744464
U_00667,3.239154962
U_00668,2.434312118
U_00669,0.964115187
U_00670,4.055737271
U_00671,0.963726018
U_00672,1.752607231
U_00673,2.148678775
U_00674,2.317939606
U_00675,0.866280153
U_00676,1.059189182
U_00677,0.965931153
U_00678,0.798512574
U_00679,4.659238944
U_00680,2.038842132
U_00681,4.416401212
U_00682,3.429001455
U_00683,3.870029613
U_00684,4.634919328
U_00685,4.470725312
U_00686,3.371776425
U_00687,7.278255145
U_00688,7.245932213
U_00689,1.681528936
U_00690,1.191399943
U_00691,2.249665505
U_00692,0.985683365
U_00693,6.084790808
U_00694,2.705769373
U_00695,1.752681576
U_00696,5.913722497
U_00697,3.499158824
U_00698,1.72763063
U_00699,0.857171727
U_00700,1.31583929
U_00701,4.631378989
U_00702,4.881306839
U_00703,7.073986125
U_00704,4.812303567
U_00705,4.673226238
U_00706,2.603411812
U_00707,2.798158084
U_00708,3.275326555
U_00709,8.535905381
U_00710,4.513615752
U_00711,2.727733264
U_00712,4.934774235
U_00713,2.195215736
U_00714,1.073632943
U_00715,4.790385267
U_00716,3.846408272
U_00717,6.925981058
U_00718,6.458483581
U_00719,1.135008869
U_00720,3.954494701
U_00721,2.215255707
U_00722,4.22378852
U_00723,1.307009369
U_00724,2.275870661
U_00725,3.499215554
U_00726,1.682961363
U_00727,3.868262612
U_00728,2.021799079
U_00729,1.127288632
U_00730,7.878790683
U_00731,4.692638101
U_00732,2.882091181
U_00733,3.389081005
U_00734,1.825942611
U_00735,1.688407767
U_00736,0.862207705
U_00737,5.227169222
U_00738,2.914388897
U_00739,2.495693797
U_00740,1.675031661
U_00741,1.083751568
U_00742,2.939703355
U_00743,5.415010512
U_00744,7.61403021
U_00745,3.024046764
U_00746,5.884949549
U_00747,1.548712349
U_00748,3.24552147
U_00749,4.238888702
U_00750,0.697436277
U_00751,2.449028247
U_00752,3.582264673
U_00753,3.566982007
U_00754,2.779691684
U_00755,0.825215135
U_00756,5.533262099
U_00757,4.364490306
U_00758,0.770962234
U_00759,7.140310609
U_00760,2.532346102
U_00761,4.487272257
U_00762,1.443534814
U_00763,0.670479184
U_00764,5.741690582
U_00765,6.011935071
U_00766,0.959049624
U_00767,4.356326762
U_00768,0.892900691
U_00769,4.545885419
U_00770,5.094769536
U_00771,7.847395406
U_00772,3.437644665
U_00773,4.068820144
U_00774,2.708296028
U_00775,2.685584827
U_00776,8.347870898
U_00777,1.491878258
U_00778,4.381443978
U_00779,3.412816269
U_00780,1.499874163
U_00781,1.625707765
U_00782,1.505668101
U_00783,8.213801126
U_00784,3.284418078
U_00785,2.991243853
U_00786,4.1674767
U_00787,4.60832484
U_00788,2.553650884
U_00789,6.124629448
U_00790,2.842349566
U_00791,2.220958947
U_00792,6.24068395
U_00793,0.865642395
U_00794,9.602597044
U_00795,4.405529701
U_00796,1.591550632
U_00797,1.994833728
U_00798,2.691146365
U_00799,8.592911782
U_00800,3.756857551
U_00801,1.474069796
U_00802,4.36561233
U_00803,5.383789905
U_00804,6.44343072
U_00805,3.240841837
U_00806,1.640486745
U_00807,8.139666269
U_00808,6.175102261
U_00809,1.886590353
U_00810,4.912267622
U_00811,1.145300975
U_00812,4.842174146
U_00813,0.889135505
U_00814,7.073983336
U_00815,6.218824059
U_00816,2.742743362
U_00817,6.282006524
U_00818,2.045105809
U_00819,4.019498164
U_00820,0.724479515
U_00821,2.782474599
U_00822,2.063199495
U_00823,1.714033669
U_00824,1.90868288
U_00825,5.58629411
U_00826,2.319402735
U_00827,5.516963491
U_00828,1.937636667
U_00829,2.031430734
U_00830,6.420041484
U_00831,2.461670215
U_00832,0.585403748
U_00833,7.578814064
U_00834,1.689609912
U_00835,6.040738656
U_00836,5.04929779
U_00837,7.801334013
U_00838,2.265691038
U_00839,1.952267629
U_00840,0.571373466
U_00841,7.541333899
U_00842,4.238815407
U_00843,1.319929724
U_00844,4.268063466
U_00845,5.777363594
U_00846,2.543671776
U_00847,1.482485172
U_00848,2.742148102
U_00849,6.594878935
U_00850,6.212668319
U_00851,4.854227171
U_00852,0.608689994
U_00853,8.159381546
U_00854,3.881791763
U_00855,1.34128812
U_00856,4.683267323
U_00857,4.483475824
U_00858,1.627778215
U_00859,3.384815201
U_00860,6.836695711
U_00861,2.675827259
U_00862,4.831912833
U_00863,7.658127819
U_00864,4.531487119
U_00865,2.665878214
U_00866,5.481673923
U_00867,2.830843358
U_00868,2.917418223
U_00869,6.041007887
U_00870,1.398599441
U_00871,2.072517641
U_00872,1.564813094
U_00873,1.274669656
U_00874,3.940197875
U_00875,7.603547719
U_00876,0.604072557
U_00877,2.543622337
U_00878,6.720205469
U_00879,4.143334612
U_00880,6.2260654
U_00881,8.341835372
U_00882,9.598935777
U_00883,3.647883776
U_00884,3.23180147
U_00885,4.093602325
U_00886,3.845469978
U_00887,3.301782111
U_00888,4.06394282
U_00889,3.677058933
U_00890,2.159315494
U_00891,2.831859342
U_00892,2.937635698
U_00893,3.036726083
U_00894,3.936721347
U_00895,4.056402374
U_00896,3.889108527
U_00897,6.147339023
U_00898,2.461791773
U_00899,5.634502102
U_00900,1.011526703
U_00901,4.721154001
U_00902,5.701331804
U_00903,3.74253949
U_00904,0.650451751
U_00905,6.095827718
U_00906,2.489232172
U_00907,1.938141269
U_00908,5.013104584
U_00909,6.595318058
U_00910,1.420511728
U_00911,4.452490243
U_00912,4.744508927
U_00913,2.01757865
U_00914,5.103129532
U_00915,2.971862474
U_00916,8.46153934
U_00917,3.617594147
U_00918,2.81101591
U_00919,2.38315917
U_00920,0.754083194
U_00921,1.218852575
U_00922,0.801951128
U_00923,1.013823105
U_00924,0.781327267
U_00925,0.627907522
U_00926,4.618320324
U_00927,4.450050547
U_00928,6.688979564
U_00929,1.437590083
U_00930,6.223186864
U_00931,1.185573108
U_00932,2.430226743
U_00933,2.59346932
U_00934,2.530301439
U_00935,1.146917094
U_00936,5.694014519
U_00937,0.540089224
U_00938,6.596170758
U_00939,0.721159905
U_00940,9.238382394
U_00941,6.692807295
U_00942,3.278002961
U_00943,1.25223323
U_00944,6.204397064
U_00945,3.009086207
U_00946,2.700868736
U_00947,2.183343354
U_00948,5.661308489
U_00949,3.11841828
U_00950,3.246835587
U_00951,7.378042449
U_00952,7.797968056
U_00953,7.704464165
U_00954,6.977359656
U_00955,3.933517339
U_00956,3.150925691
U_00957,1.285990162
U_00958,6.338214078
U_00959,2.950769527
U_00960,2.909041715
U_00961,1.934208017
U_00962,4.218927855
U_00963,1.289879571
U_00964,4.706814628
U_00965,4.361785134
U_00966,3.898829106
U_00967,2.637894733
U_00968,2.478412778
U_00969,4.721674055
U_00970,3.842660741
U_00971,3.912802133
U_00972,8.087944546
U_00973,4.341748154
U_00974,2.781060221
U_00975,6.608283992
U_00976,3.575478881
U_00977,2.208524272
U_00978,1.20222259
U_00979,2.195039967
U_00980,7.979309292
U_00981,1.199703978
U_00982,3.426201541
U_00983,2.275958511
U_00984,5.116867297
U_00985,2.171045641
U_00986,2.122502416
U_00987,2.334993242
U_00988,1.685737945
U_00989,3.865008042
U_00990,4.573102597
U_00991,4.083647959
U_00992,0.577094752
U_00993,4.233103464
U_00994,6.004064455
U_00995,4.800969026
U_00996,4.428469775
U_00997,4.418424096
U_00998,3.642881736
U_00999,1.018418246
U_01000,5.103781031
U_01001,4.720698394
U_01002,6.118450968
U_01003,4.008034506
U_01004,2.658822299
U_01005,0.690105983
U_01006,4.099078821
U_01007,3.648290623
U_01008,1.99837441
U_01009,4.899356905
U_01010,4.123705162
U_01011,1.659742867
U_01012,3.698903741
U_01013,7.026591798
U_01014,4.520049413
U_01015,1.69479804
U_01016,2.912770496
U_01017,5.184604209
U_01018,2.815290223
U_01019,0.973064557
U_01020,5.787058352
U_01021,6.704098576
U_01022,6.80369703
U_01023,3.510359702
U_01024,1.078993985
U_01025,2.261820943
U_01026,0.719016602
U_01027,2.319604381
U_01028,4.823024291
U_01029,5.232314283
U_01030,4.214151077
U_01031,5.991192883
U_01032,1.592038668
U_01033,3.607094006
U_01034,2.818528494
U_01035,8.848890573
U_01036,1.359040203
U_01037,6.54315168
U_01038,0.864051862
U_01039,2.874823312
U_01040,3.969643498
U_01041,5.88216094
U_01042,2.142787565
U_01043,4.619310507
U_01044,0.981512995
U_01045,2.127833936
U_01046,4.881035876
U_01047,5.479021876
U_01048,0.583347951
U_01049,1.882871915
U_01050,2.050072175
U_01051,4.564623817
U_01052,1.403977677
U_01053,8.832498765
U_01054,2.826492731
U_01055,1.151103268
U_01056,5.582051546
U_01057,3.966071315
U_01058,4.202515366
U_01059,7.494557388
U_01060,7.665461263
U_01061,3.681159815
U_01062,2.293111301
U_01063,3.506553148
U_01064,2.979323294
U_01065,5.927681087
U_01066,2.818149244
U_01067,2.584400638
U_01068,2.980787969
U_01069,2.046562305
U_01070,1.555855801
U_01071,7.207451532
U_01072,3.865084421
U_01073,2.576060232
U_01074,3.756053589
U_01075,7.424138195
U_01076,6.89490028
U_01077,1.605330142
U_01078,3.687128067
U_01079,4.297969583
U_01080,0.704669049
U_01081,5.151794232
U_01082,6.69777636
U_01083,8.023286206
U_01084,1.253036215
U_01085,1.25375598
U_01086,2.613659757
U_01087,3.664288137
U_01088,5.092305493
U_01089,6.866983201
U_01090,4.084011739
U_01091,2.084399941
U_01092,2.843827416
U_01093,2.188109698
U_01094,6.641707253
U_01095,2.558082563
U_01096,4.679382916
U_01097,3.374492055
U_01098,2.66365919
U_01099,3.393884154
U_01100,7.072418019
U_01101,1.743690587
U_01102,2.62426497
U_01103,0.759049599
U_01104,1.048955932
U_01105,3.541030851
U_01106,2.353175212
U_01107,6.12437246
U_01108,9.218182201
U_01109,2.031340876
U_01110,2.985078814
U_01111,3.671248232
U_01112,5.179301603
U_01113,2.074334304
U_01114,4.908708582
U_01115,5.5314643
U_01116,4.541537161
U_01117,1.145594132
U_01118,2.107294763
U_01119,6.330720314
U_01120,1.273095991
U_01121,2.959594953
U_01122,1.961836417
U_01123,5.182506815
U_01124,4.823866645
U_01125,6.470772386
U_01126,8.169415599
U_01127,4.413868932
U_01128,4.890591969
U_01129,0.506486772
U_01130,2.097023984
U_01131,5.414628427
U_01132,4.110944729
U_01133,8.896355436
U_01134,5.523265322
U_01135,4.731090334
U_01136,7.141598413
U_01137,1.858868889
U_01138,1.671852318
U_01139,3.149752865
U_01140,1.501644802
U_01141,2.450294299
U_01142,2.273757458
U_01143,4.899802158
U_01144,0.624101561
U_01145,3.632578174
U_01146,4.266750532
U_01147,2.936111131
U_01148,1.410489902
U_01149,7.635718834
U_01150,4.228199502
U_01151,4.589264119
U_01152,3.758590779
U_01153,2.075333639
U_01154,4.9555923
U_01155,6.309700833
U_01156,3.208929803
U_01157,4.569836084
U_01158,1.950330906
U_01159,2.039903799
U_01160,7.856421298
U_01161,1.565194414
U_01162,6.208687257
U_01163,6.095884118
U_01164,0.528369954
U_01165,2.447280071
U_01166,3.372677824
U_01167,4.558940283
U_01168,0.756454857
U_01169,4.068922807
U_01170,1.100203519
U_01171,1.659731006
U_01172,5.080064964
U_01173,1.337181503
U_01174,6.296576859
U_01175,8.549670647
U_01176,2.634423927
U_01177,2.710103206
U_01178,8.552565831
U_01179,5.148351896
U_01180,7.363011073
U_01181,3.551203885
U_01182,4.306391035
U_01183,5.164585231
U_01184,1.661206601
U_01185,2.33404514
U_01186,4.428599491
U_01187,6.047760255
U_01188,1.916050757
U_01189,6.984250781
U_01190,7.693160091
U_01191,2.94200489
U_01192,4.6251944
U_01193,1.681648408
U_01194,3.266190151
U_01195,4.143557117
U_01196,2.59664678
U_01197,3.183012873
U_01198,3.181129656
U_01199,5.67609094
U_01200,0.587506899
U_01201,1.409403002
U_01202,4.363023031
U_01203,6.959873059
U_01204,3.92700421
U_01205,4.796796867
U_01206,4.455771325
U_01207,5.220538043
U_01208,7.660656295
U_01209,0.588077378
U_01210,2.363564428
U_01211,3.577201988
U_01212,3.455623813
U_01213,8.844905569
U_01214,0.707128285
U_01215,0.814018257
U_01216,4.976696404
U_01217,2.10175564
U_01218,2.04931728
U_01219,6.842505514
U_01220,0.628830615
U_01221,2.956858909
U_01222,3.192796801
U_01223,4.107745024
U_01224,3.186667435
U_01225,2.178265103
U_01226,1.943730272
U_01227,2.109631499
U_01228,0.676102218
U_01229,5.730024441
U_01230,1.595613713
U_01231,6.99672172
U_01232,1.767299711
U_01233,8.06707259
U_01234,5.826551912
U_01235,3.485068753
U_01236,3.506236592
U_01237,2.46465988
U_01238,2.172427623
U_01239,4.943086364
U_01240,1.688055917
U_01241,2.120193817
U_01242,3.508806947
U_01243,9.415763514
U_01244,4.82591094
U_01245,2.995599364
U_01246,5.170275545
U_01247,6.380594886
U_01248,3.847740835
U_01249,1.504366806
U_01250,4.434405952
U_01251,3.698420608
U_01252,4.523217115
U_01253,4.060406612
U_01254,2.874351056
U_01255,2.977227379
U_01256,2.099264714
U_01257,4.158143967
U_01258,3.284203109
U_01259,4.710516162
U_01260,5.839313664
U_01261,3.984172763
U_01262,0.523240783
U_01263,0.678454971
U_01264,2.956077786
U_01265,6.955142182
U_01266,1.854269857
U_01267,7.115546224
U_01268,3.113067388
U_01269,1.732139847
